#temp,#2.1,#1.76,#1.2,#0.7
0.034,2.7671e-23,3.82986e-19,1.83989e-12,7.93654e-07
0.035,1.52054e-22,1.58573e-18,4.80181e-12,1.38876e-06
0.036,7.58411e-22,6.05367e-18,1.18543e-11,2.35048e-06
0.037,3.46089e-21,2.14506e-17,2.78094e-11,3.8585e-06
0.038,1.45521e-20,7.09702e-17,6.22482e-11,6.15859e-06
0.039,5.67384e-20,2.20417e-16,1.33436e-10,9.57862e-06
0.04,2.06313e-19,6.45697e-16,2.74828e-10,1.45461e-05
0.041,7.03252e-19,1.79188e-15,5.45485e-10,2.16066e-05
0.042,2.25766e-18,4.72918e-15,1.04618e-09,3.14434e-05
0.043,6.85494e-18,1.19124e-14,1.94351e-09,4.48961e-05
0.044,1.97612e-17,2.87307e-14,3.50499e-09,6.29801e-05
0.045,5.42761e-17,6.65436e-14,6.14868e-09,8.69041e-05
0.046,1.42486e-16,1.48402e-13,1.05116e-08,0.000118086
0.047,3.58571e-16,3.19454e-13,1.75421e-08,0.000158168
0.048,8.6731e-16,6.65255e-13,2.86209e-08,0.000209026
0.049,2.02133e-15,1.34299e-12,4.57184e-08,0.000272781
0.05,4.5493e-15,2.6332e-12,7.15924e-08,0.000351802
0.051,9.90824e-15,5.02317e-12,1.10035e-07,0.000448708
0.052,2.09231e-14,9.338e-12,1.66173e-07,0.00056637
0.053,4.29145e-14,1.69416e-11,2.46832e-07,0.0007079
0.054,8.56329e-14,3.00386e-11,3.60961e-07,0.000876648
0.055,1.66493e-13,5.21172e-11,5.20135e-07,0.00107619
0.056,3.1585e-13,8.85872e-11,7.39131e-07,0.0013103
0.057,5.85418e-13,1.47682e-10,1.03658e-06,0.00158296
0.058,1.0614e-12,2.41709e-10,1.43571e-06,0.00189832
0.059,1.88459e-12,3.8876e-10,1.96513e-06,0.00226067
0.06,3.28045e-12,6.15004e-10,2.65977e-06,0.00267443
0.061,5.60355e-12,9.57728e-10,3.5618e-06,0.00314414
0.062,9.40168e-12,1.4693e-09,4.72172e-06,0.00367439
0.063,1.55073e-11,2.22229e-09,6.19941e-06,0.00426984
0.064,2.51658e-11,3.31591e-09,8.06533e-06,0.00493515
0.065,4.02119e-11,4.88423e-09,1.04017e-05,0.00567501
0.066,6.33114e-11,7.10624e-09,1.33038e-05,0.00649406
0.067,9.82839e-11,1.02183e-08,1.6881e-05,0.00739689
0.068,1.50533e-10,1.45292e-08,2.12587e-05,0.00838801
0.069,2.27606e-10,2.04382e-08,2.65786e-05,0.00947184
0.07,3.39929e-10,2.8457e-08,3.30009e-05,0.0106527
0.071,5.0173e-10,3.92347e-08,4.07051e-05,0.0119346
0.072,7.32231e-10,5.35881e-08,4.98914e-05,0.0133217
0.073,1.05712e-09,7.25361e-08,6.07814e-05,0.0148178
0.074,1.51042e-09,9.73395e-08,7.36201e-05,0.0164264
0.075,2.13671e-09,1.29547e-07,8.8676e-05,0.018151
0.076,2.99395e-09,1.71045e-07,0.000106243,0.0199948
0.077,4.15677e-09,2.2412e-07,0.000126639,0.0219607
0.078,5.72057e-09,2.91518e-07,0.000150211,0.0240515
0.079,7.80621e-09,3.7652e-07,0.00017733,0.0262697
0.08,1.05657e-08,4.83021e-07,0.000208398,0.0286175
0.081,1.41889e-08,6.15617e-07,0.000243842,0.0310969
0.082,1.89112e-08,7.79701e-07,0.000284118,0.0337097
0.083,2.50224e-08,9.81566e-07,0.000329711,0.0364573
0.084,3.28769e-08,1.22851e-06,0.000381135,0.039341
0.085,4.29059e-08,1.52897e-06,0.00043893,0.0423618
0.086,5.56303e-08,1.89264e-06,0.000503665,0.0455204
0.087,7.16758e-08,2.3306e-06,0.000575937,0.0488174
0.088,9.179e-08,2.85546e-06,0.000656369,0.0522529
0.089,1.16861e-07,3.48152e-06,0.000745612,0.0558271
0.09,1.4794e-07,4.22493e-06,0.00084434,0.0595396
0.091,1.86261e-07,5.10383e-06,0.000953255,0.0633902
0.092,2.3327e-07,6.13854e-06,0.00107308,0.0673782
0.093,2.90652e-07,7.35172e-06,0.00120456,0.0715026
0.094,3.60359e-07,8.76855e-06,0.00134846,0.0757626
0.095,4.44647e-07,1.04169e-05,0.00150558,0.0801569
0.096,5.46109e-07,1.23277e-05,0.00167671,0.084684
0.097,6.67716e-07,1.45346e-05,0.00186269,0.0893425
0.098,8.12854e-07,1.70748e-05,0.00206435,0.0941305
0.099,9.85374e-07,1.9989e-05,0.00228255,0.0990463
0.1,1.18963e-06,2.33213e-05,0.00251815,0.104088
0.101,1.43055e-06,2.71199e-05,0.00277203,0.109253
0.102,1.71365e-06,3.14368e-05,0.00304508,0.114539
0.103,2.04512e-06,3.63283e-05,0.00333819,0.119944
0.104,2.43188e-06,4.18551e-05,0.00365227,0.125465
0.105,2.88163e-06,4.80825e-05,0.00398821,0.1311
0.106,3.40292e-06,5.50804e-05,0.00434694,0.136846
0.107,4.00519e-06,6.29236e-05,0.00472935,0.1427
0.108,4.6989e-06,7.16922e-05,0.00513635,0.148659
0.109,5.49551e-06,8.14712e-05,0.00556886,0.154721
0.11,6.40763e-06,9.23509e-05,0.00602776,0.160883
0.111,7.44905e-06,0.000104427,0.00651397,0.16714
0.112,8.63483e-06,0.000117802,0.00702836,0.173491
0.113,9.98137e-06,0.000132582,0.00757182,0.179932
0.114,1.15065e-05,0.00014888,0.00814521,0.186461
0.115,1.32295e-05,0.000166815,0.00874939,0.193073
0.116,1.51712e-05,0.000186513,0.00938521,0.199765
0.117,1.73543e-05,0.000208102,0.0100535,0.206536
0.118,1.98029e-05,0.000231721,0.0107551,0.21338
0.119,2.25432e-05,0.000257513,0.0114907,0.220295
0.12,2.56031e-05,0.000285625,0.0122612,0.227278
0.121,2.90125e-05,0.000316214,0.0130674,0.234326
0.122,3.28033e-05,0.000349441,0.0139099,0.241435
0.123,3.70097e-05,0.000385472,0.0147894,0.248602
0.124,4.16679e-05,0.000424482,0.0157068,0.255824
0.125,4.68164e-05,0.000466649,0.0166626,0.263098
0.126,5.2496e-05,0.00051216,0.0176574,0.270421
0.127,5.87501e-05,0.000561205,0.018692,0.277789
0.128,6.56242e-05,0.000613981,0.019767,0.2852
0.129,7.31666e-05,0.000670691,0.0208828,0.292651
0.13,8.14281e-05,0.000731543,0.0220401,0.300138
0.131,9.04622e-05,0.000796752,0.0232393,0.307658
0.132,0.000100325,0.000866536,0.024481,0.315209
0.133,0.000111075,0.00094112,0.0257656,0.322788
0.134,0.000122775,0.00102073,0.0270936,0.330392
0.135,0.000135488,0.00110561,0.0284654,0.338018
0.136,0.000149282,0.00119599,0.0298813,0.345663
0.137,0.000164227,0.00129212,0.0313417,0.353326
0.138,0.000180397,0.00139424,0.032847,0.361002
0.139,0.000197867,0.0015026,0.0343974,0.36869
0.14,0.000216717,0.00161747,0.0359932,0.376387
0.141,0.000237029,0.0017391,0.0376347,0.38409
0.142,0.000258888,0.00186775,0.039322,0.391798
0.143,0.000282381,0.0020037,0.0410554,0.399507
0.144,0.000307601,0.00214721,0.042835,0.407216
0.145,0.000334769,0.00229941,0.0446768,0.415051
0.146,0.000363762,0.00245906,0.0465515,0.422762
0.147,0.000394599,0.00262598,0.0484536,0.430324
0.148,0.000427697,0.00280249,0.0504191,0.438008
0.149,0.000463021,0.00298794,0.0524311,0.445682
0.15,0.000500681,0.00318263,0.0544897,0.453342
0.151,0.000540788,0.00338683,0.0565948,0.460987
0.152,0.000583458,0.00360083,0.0587465,0.468615
0.153,0.000628808,0.00382492,0.0609445,0.476225
0.154,0.000676959,0.00405937,0.0631888,0.483813
0.155,0.000728033,0.00430449,0.0654793,0.49138
0.156,0.000782476,0.00456238,0.0678416,0.499086
0.157,0.000839855,0.00483004,0.0702272,0.506613
0.158,0.000900125,0.00510693,0.0726285,0.513936
0.159,0.000964181,0.00539756,0.075102,0.521397
0.16,0.00103182,0.00570029,0.0776207,0.528828
0.161,0.00110317,0.0060154,0.0801843,0.536228
0.162,0.00117838,0.00634316,0.0827926,0.543595
0.163,0.00125813,0.00668666,0.085479,0.551116
0.164,0.0013416,0.00704108,0.0881794,0.558424
0.165,0.00142868,0.00740557,0.0908849,0.565494
0.166,0.00152078,0.00778677,0.0936687,0.572718
0.167,0.00161818,0.00818552,0.0965343,0.580104
0.168,0.00171976,0.00859568,0.0994078,0.587259
0.169,0.00182536,0.00901616,0.102279,0.59416
0.17,0.00193676,0.00945517,0.105233,0.601223
0.171,0.00205429,0.00991361,0.108272,0.608457
0.172,0.00217646,0.0103838,0.111312,0.615443
0.173,0.00230303,0.0108644,0.114342,0.622158
0.174,0.00243736,0.0113704,0.117507,0.629269
0.175,0.00257666,0.0118883,0.120667,0.63612
0.176,0.00272062,0.0124165,0.123811,0.642688
0.177,0.00287325,0.0129724,0.127097,0.649668
0.178,0.00303117,0.0135401,0.130373,0.656378
0.179,0.00319545,0.0141244,0.133683,0.663031
0.18,0.00336661,0.0147266,0.137034,0.669643
0.181,0.0035428,0.0153387,0.140356,0.67595
0.182,0.00372934,0.0159825,0.143836,0.682702
0.183,0.00392162,0.016638,0.147294,0.689163
0.184,0.00412108,0.0173109,0.150783,0.695566
0.185,0.00433036,0.0180113,0.154377,0.702184
0.186,0.00454324,0.0187134,0.15787,0.708229
0.187,0.00476584,0.019442,0.161459,0.714476
0.188,0.00499673,0.0201903,0.165085,0.720677
0.189,0.0052356,0.0209568,0.168738,0.726819
0.19,0.00548579,0.0217539,0.172504,0.73319
0.191,0.00574202,0.0225605,0.176225,0.739235
0.192,0.00600404,0.0233754,0.179895,0.744943
0.193,0.00627748,0.02422,0.183669,0.75087
0.194,0.00656354,0.0250977,0.187561,0.75704
0.195,0.00685574,0.0259837,0.191399,0.762869
0.196,0.00715735,0.0268899,0.195263,0.768643
0.197,0.00746853,0.0278165,0.199155,0.774363
0.198,0.00778945,0.0287636,0.203072,0.780029
0.199,0.00812027,0.0297313,0.207016,0.785641
0.2,0.00846114,0.0307197,0.210984,0.791197
0.201,0.00881223,0.0317289,0.214976,0.796699
0.202,0.0091737,0.032759,0.218993,0.802147
0.203,0.00954569,0.0338102,0.223032,0.80754
0.204,0.00992837,0.0348824,0.227094,0.812879
0.205,0.0103219,0.0359759,0.231177,0.818163
0.206,0.010732,0.0371095,0.235394,0.823719
0.207,0.0111484,0.0382476,0.239526,0.828904
0.208,0.0115695,0.0393854,0.243557,0.833695
0.209,0.0120142,0.0405853,0.247841,0.839098
0.21,0.0124649,0.0417879,0.252031,0.84412
0.211,0.0129269,0.0430106,0.256235,0.849083
0.212,0.0134013,0.0442564,0.260461,0.853997
0.213,0.0138871,0.0455224,0.264698,0.858853
0.214,0.0143856,0.0468116,0.268958,0.86366
0.215,0.0148958,0.048121,0.273227,0.868409
0.216,0.0154275,0.0494801,0.277654,0.873467
0.217,0.0159637,0.0508355,0.281961,0.878119
0.218,0.0165125,0.0522127,0.286282,0.882718
0.219,0.0170741,0.0536116,0.290616,0.887264
0.22,0.0176487,0.0550324,0.294963,0.891759
0.221,0.0182363,0.056475,0.299322,0.896202
0.222,0.0188371,0.0579393,0.303692,0.900594
0.223,0.0194512,0.0594255,0.308073,0.904934
0.224,0.0200787,0.0609333,0.312465,0.909223
0.225,0.0207313,0.0624973,0.317028,0.913843
0.226,0.0213872,0.0640515,0.321448,0.918039
0.227,0.0220433,0.0655889,0.325703,0.921793
0.228,0.0227384,0.0672208,0.3303,0.92627
0.229,0.0234357,0.0688399,0.334744,0.930316
0.23,0.0241461,0.0704784,0.339189,0.934308
0.231,0.024886,0.0721812,0.343826,0.938653
0.232,0.0256261,0.0738658,0.348292,0.942555
0.233,0.0263653,0.0755289,0.352579,0.946007
0.234,0.0271326,0.0772528,0.357048,0.949805
0.235,0.0279318,0.0790453,0.361717,0.953968
0.236,0.0287466,0.0808613,0.366396,0.958088
0.237,0.0295608,0.0826555,0.370894,0.96176
0.238,0.0303705,0.0844196,0.375189,0.964965
0.239,0.0312125,0.0862521,0.379684,0.968536
0.24,0.0320885,0.0881566,0.384386,0.972481
0.241,0.0329619,0.0900344,0.388893,0.975968
0.242,0.0338492,0.0919301,0.393396,0.979404
0.243,0.0347737,0.0939041,0.39812,0.983227
0.244,0.0356713,0.0957882,0.402414,0.986153
0.245,0.0366037,0.097745,0.406917,0.989457
0.246,0.0375756,0.0997839,0.411649,0.993154
0.247,0.0385405,0.101785,0.41616,0.996377
0.248,0.0395206,0.103806,0.420669,0.999558
0.249,0.0405411,0.10591,0.425409,1.00313
0.25,0.0415541,0.107975,0.429923,1.00624
0.251,0.0425811,0.110056,0.434428,1.00929
0.252,0.0436251,0.11216,0.438936,1.01231
0.253,0.044683,0.11428,0.443434,1.01528
0.254,0.045758,0.116423,0.447934,1.01822
0.255,0.046847,0.118581,0.452423,1.02111
0.256,0.0479833,0.120835,0.457171,1.02442
0.257,0.0491058,0.123035,0.46166,1.02724
0.258,0.0502758,0.125331,0.466406,1.03047
0.259,0.0514321,0.127574,0.470894,1.03322
0.26,0.0525688,0.12975,0.4751,1.03546
0.261,0.0537883,0.132106,0.479837,1.03859
0.262,0.0549916,0.134403,0.484305,1.04122
0.263,0.0562089,0.136714,0.488759,1.04381
0.264,0.0574807,0.139133,0.493495,1.04683
0.265,0.0587321,0.141484,0.497943,1.04935
0.266,0.0599991,0.143853,0.502383,1.05184
0.267,0.0612818,0.146239,0.506815,1.05428
0.268,0.0626211,0.148736,0.511533,1.05717
0.269,0.0639381,0.151161,0.515957,1.05956
0.27,0.0652688,0.153598,0.520365,1.0619
0.271,0.0666172,0.156056,0.524769,1.06421
0.272,0.0679791,0.158527,0.529157,1.06649
0.273,0.0694047,0.161121,0.533853,1.06922
0.274,0.070801,0.163629,0.53823,1.07143
0.275,0.0722128,0.166153,0.542596,1.07361
0.276,0.0736895,0.168802,0.547273,1.07625
0.277,0.0751357,0.171363,0.551626,1.07836
0.278,0.0765952,0.173935,0.555961,1.08045
0.279,0.0781252,0.176642,0.560624,1.083
0.28,0.079619,0.17925,0.564945,1.08502
0.281,0.0811282,0.181872,0.569254,1.08701
0.282,0.0826528,0.184509,0.57355,1.08897
0.283,0.0841927,0.187161,0.577833,1.0909
0.284,0.0858067,0.189952,0.582452,1.09331
0.285,0.0873808,0.192638,0.58672,1.09519
0.286,0.0889676,0.195333,0.590966,1.09703
0.287,0.0906347,0.198178,0.595566,1.09935
0.288,0.0922556,0.200907,0.599795,1.10114
0.289,0.0938915,0.203648,0.60401,1.1029
0.29,0.095609,0.206542,0.608581,1.10515
0.291,0.0972789,0.209316,0.612777,1.10685
0.292,0.098961,0.212098,0.616952,1.10853
0.293,0.100731,0.215043,0.621499,1.1107
0.294,0.102447,0.217856,0.625654,1.11233
0.295,0.104178,0.220681,0.629794,1.11393
0.296,0.105923,0.223519,0.633919,1.1155
0.297,0.107759,0.226523,0.638421,1.11757
0.298,0.109538,0.22939,0.642525,1.1191
0.299,0.111328,0.232264,0.646606,1.12059
0.3,0.113216,0.235316,0.651081,1.12259
0.301,0.11504,0.238219,0.65514,1.12404
0.302,0.116961,0.241299,0.659593,1.126
0.303,0.118818,0.244231,0.663629,1.1274
0.304,0.120685,0.247167,0.667642,1.12878
0.305,0.12257,0.250119,0.671645,1.13014
0.306,0.124465,0.253076,0.675624,1.13147
0.307,0.126561,0.256407,0.680448,1.13385
0.308,0.128494,0.259397,0.684413,1.13514
0.309,0.130437,0.262393,0.688354,1.1364
0.31,0.132398,0.265402,0.692285,1.13765
0.311,0.134368,0.268415,0.696192,1.13887
0.312,0.136456,0.271635,0.700532,1.14061
0.313,0.138458,0.274673,0.704413,1.14179
0.314,0.140577,0.277918,0.708728,1.14349
0.315,0.142717,0.281181,0.713038,1.14517
0.316,0.144659,0.284051,0.716422,1.14575
0.317,0.146715,0.287124,0.720235,1.14684
0.318,0.149011,0.290628,0.724966,1.14902
0.319,0.151104,0.293732,0.728763,1.15008
0.32,0.153206,0.296838,0.732534,1.15112
0.321,0.155325,0.299957,0.736294,1.15214
0.322,0.157453,0.303077,0.740029,1.15314
0.323,0.159717,0.306431,0.744234,1.15467
0.324,0.161998,0.309798,0.748426,1.15619
0.325,0.164174,0.312955,0.752125,1.15713
0.326,0.166358,0.316111,0.755799,1.15806
0.327,0.168687,0.319514,0.759955,1.15953
0.328,0.170902,0.32269,0.763601,1.16042
0.329,0.173261,0.326113,0.767729,1.16185
0.33,0.175505,0.329309,0.771347,1.16271
0.331,0.177757,0.332505,0.774939,1.16355
0.332,0.180163,0.335961,0.77903,1.16493
0.333,0.182444,0.339175,0.782594,1.16574
0.334,0.184879,0.342649,0.786656,1.16709
0.335,0.18719,0.345882,0.790191,1.16787
0.336,0.189507,0.349113,0.793701,1.16863
0.337,0.191988,0.352617,0.797725,1.16993
0.338,0.194334,0.355866,0.801205,1.17066
0.339,0.196844,0.359387,0.805201,1.17194
0.34,0.199373,0.362925,0.809189,1.1732
0.341,0.201602,0.36592,0.812084,1.17332
0.342,0.204153,0.369464,0.816034,1.17455
0.343,0.206727,0.37303,0.819984,1.17577
0.344,0.209148,0.376314,0.823364,1.17641
0.345,0.211583,0.379607,0.826731,1.17703
0.346,0.214023,0.382896,0.830072,1.17764
0.347,0.216822,0.386782,0.834519,1.17938
0.348,0.219296,0.390095,0.83784,1.17996
0.349,0.221776,0.393404,0.841135,1.18053
0.35,0.224448,0.397024,0.844986,1.18165
0.351,0.226954,0.400346,0.848251,1.1822
0.352,0.229469,0.40367,0.851497,1.18272
0.353,0.23218,0.407308,0.855301,1.18381
0.354,0.23491,0.410961,0.859099,1.18489
0.355,0.237463,0.414302,0.862298,1.18538
0.356,0.240024,0.417643,0.865478,1.18586
0.357,0.242791,0.421312,0.869229,1.1869
0.358,0.245577,0.424994,0.872973,1.18793
0.359,0.248175,0.428351,0.876106,1.18837
0.36,0.250781,0.431708,0.87922,1.1888
0.361,0.253603,0.435405,0.882917,1.18979
0.362,0.256234,0.438772,0.886001,1.1902
0.363,0.25908,0.442479,0.889668,1.19117
0.364,0.261949,0.446206,0.893334,1.19214
0.365,0.264393,0.449227,0.895749,1.19193
0.366,0.267279,0.452952,0.899376,1.19287
0.367,0.270182,0.456691,0.902995,1.1938
0.368,0.272874,0.460073,0.905976,1.19414
0.369,0.275801,0.46382,0.909565,1.19505
0.37,0.278747,0.46758,0.913147,1.19595
0.371,0.281472,0.470972,0.916082,1.19626
0.372,0.284204,0.474363,0.918997,1.19655
0.373,0.287182,0.478132,0.922532,1.19742
0.374,0.289937,0.48153,0.925418,1.1977
0.375,0.292937,0.485306,0.928922,1.19855
0.376,0.295961,0.489101,0.932425,1.19939
0.377,0.298492,0.492107,0.934608,1.19906
0.378,0.301529,0.495898,0.938073,1.19988
0.379,0.304583,0.4997,0.941529,1.20069
0.38,0.30765,0.503507,0.944972,1.2015
0.381,0.310473,0.506918,0.947746,1.20171
0.382,0.313297,0.510319,0.950494,1.20191
0.383,0.316399,0.514139,0.953897,1.20269
0.384,0.319513,0.517963,0.957286,1.20346
0.385,0.322645,0.521799,0.960668,1.20422
0.386,0.325512,0.525212,0.96336,1.20439
0.387,0.328385,0.528623,0.966033,1.20455
0.388,0.331263,0.53203,0.968687,1.2047
0.389,0.334431,0.535869,0.972006,1.20543
0.39,0.337617,0.539719,0.975318,1.20615
0.391,0.340814,0.543573,0.978616,1.20686
0.392,0.343734,0.54699,0.981214,1.20698
0.393,0.346652,0.550396,0.983787,1.20709
0.394,0.349882,0.554258,0.987046,1.20778
0.395,0.353122,0.558124,0.99029,1.20846
0.396,0.35638,0.562,0.993527,1.20913
0.397,0.359338,0.565414,0.996045,1.20921
0.398,0.362301,0.568823,0.998544,1.20928
0.399,0.365584,0.572699,1.00174,1.20994
0.4,0.368565,0.57611,1.00421,1.20999
0.401,0.371865,0.579987,1.00737,1.21063
0.402,0.375189,0.583882,1.01053,1.21126
0.403,0.378187,0.587284,1.01295,1.2113
0.404,0.381528,0.591179,1.01608,1.21192
0.405,0.384543,0.594582,1.01847,1.21194
0.406,0.3879,0.598477,1.02158,1.21254
0.407,0.391274,0.602381,1.02467,1.21314
0.408,0.394312,0.605782,1.02702,1.21314
0.409,0.397354,0.609177,1.02935,1.21314
0.41,0.40075,0.613078,1.0324,1.21372
0.411,0.404162,0.616988,1.03544,1.21429
0.412,0.407583,0.620899,1.03847,1.21485
0.413,0.410659,0.624296,1.04075,1.21482
0.414,0.413731,0.627679,1.043,1.21479
0.415,0.417549,0.632124,1.04674,1.21592
0.416,0.420646,0.635517,1.04897,1.21588
0.417,0.423738,0.638895,1.05118,1.21583
0.418,0.427218,0.642816,1.05414,1.21636
0.419,0.430707,0.646737,1.05708,1.21688
0.42,0.433826,0.650118,1.05925,1.21681
0.421,0.437329,0.654036,1.06217,1.21732
0.422,0.440854,0.657971,1.06508,1.21783
0.423,0.443985,0.661337,1.0672,1.21774
0.424,0.447524,0.665268,1.07009,1.21824
0.425,0.450668,0.668631,1.07218,1.21814
0.426,0.45422,0.672559,1.07504,1.21863
0.427,0.457788,0.676494,1.07789,1.2191
0.428,0.46095,0.67985,1.07994,1.21899
0.429,0.46453,0.683781,1.08276,1.21946
0.43,0.468125,0.687719,1.08558,1.21993
0.431,0.471304,0.691066,1.08759,1.2198
0.432,0.474484,0.694406,1.08959,1.21967
0.433,0.478095,0.698335,1.09236,1.22012
0.434,0.481722,0.702272,1.09512,1.22056
0.435,0.485356,0.706208,1.09788,1.221
0.436,0.489005,0.710151,1.10062,1.22143
0.437,0.492216,0.713479,1.10255,1.22128
0.438,0.495426,0.716799,1.10447,1.22112
0.439,0.49909,0.720731,1.10717,1.22154
0.44,0.502768,0.724671,1.10987,1.22195
0.441,0.506454,0.728609,1.11255,1.22236
0.442,0.50969,0.731921,1.11441,1.22219
0.443,0.512917,0.735216,1.11625,1.222
0.444,0.517096,0.739791,1.11972,1.22299
0.445,0.52082,0.743735,1.12236,1.22338
0.446,0.524072,0.74703,1.12417,1.22318
0.447,0.527324,0.750316,1.12597,1.22298
0.448,0.531061,0.754248,1.12857,1.22336
0.449,0.534812,0.758187,1.13116,1.22374
0.45,0.538076,0.76146,1.13292,1.22353
0.451,0.541836,0.765391,1.13549,1.2239
0.452,0.54561,0.769327,1.13805,1.22426
0.453,0.549391,0.773262,1.1406,1.22462
0.454,0.552676,0.776524,1.14231,1.2244
0.455,0.556464,0.78045,1.14483,1.22475
0.456,0.560275,0.78439,1.14735,1.2251
0.457,0.563562,0.78763,1.14901,1.22486
0.458,0.567381,0.791562,1.15151,1.2252
0.459,0.570676,0.794794,1.15315,1.22495
0.46,0.574502,0.798717,1.15562,1.22529
0.461,0.578341,0.802645,1.15809,1.22562
0.462,0.582186,0.80657,1.16054,1.22594
0.463,0.586045,0.8105,1.16298,1.22626
0.464,0.58936,0.813712,1.16456,1.226
0.465,0.592673,0.816914,1.16612,1.22574
0.466,0.596539,0.820828,1.16853,1.22605
0.467,0.600979,0.825475,1.17179,1.22693
0.468,0.604312,0.828672,1.17332,1.22666
0.469,0.607633,0.83185,1.17483,1.22638
0.47,0.611532,0.835764,1.1772,1.22668
0.471,0.615435,0.839675,1.17956,1.22697
0.472,0.619352,0.843591,1.18191,1.22726
0.473,0.622689,0.846753,1.18338,1.22697
0.474,0.626611,0.850658,1.1857,1.22725
0.475,0.630546,0.854568,1.18802,1.22753
0.476,0.634485,0.858473,1.19033,1.22781
0.477,0.638437,0.862384,1.19263,1.22808
0.478,0.641789,0.865522,1.19404,1.22778
0.479,0.645137,0.868648,1.19543,1.22747
0.48,0.649094,0.87254,1.1977,1.22773
0.481,0.653063,0.876436,1.19996,1.228
0.482,0.657036,0.880327,1.2022,1.22825
0.483,0.661022,0.884224,1.20444,1.22851
0.484,0.664382,0.887324,1.20578,1.22819
0.485,0.668371,0.891208,1.208,1.22843
0.486,0.672373,0.895096,1.21021,1.22868
0.487,0.676377,0.898979,1.21241,1.22892
0.488,0.680395,0.902867,1.2146,1.22916
0.489,0.683766,0.90594,1.21588,1.22883
0.49,0.687133,0.909001,1.21714,1.22849
0.491,0.691152,0.912868,1.2193,1.22872
0.492,0.695845,0.91756,1.22236,1.22952
0.493,0.699226,0.920612,1.22359,1.22918
0.494,0.702594,0.923644,1.22481,1.22883
0.495,0.707313,0.928338,1.22784,1.22962
0.496,0.711374,0.932206,1.22996,1.22983
0.497,0.714755,0.935229,1.23115,1.22948
0.498,0.718818,0.939083,1.23324,1.22969
0.499,0.722202,0.942094,1.23441,1.22933
0.5,0.726265,0.945934,1.23648,1.22954
0.501,0.731048,0.950642,1.23947,1.23031
0.502,0.734436,0.953634,1.24061,1.22995
0.503,0.737818,0.956613,1.24173,1.22958
0.504,0.741905,0.960446,1.24377,1.22977
0.505,0.746004,0.964283,1.24579,1.22997
0.506,0.750104,0.968113,1.24781,1.23016
0.507,0.754216,0.971947,1.24982,1.23035
0.508,0.75833,0.975775,1.25182,1.23053
0.509,0.761723,0.978721,1.25289,1.23015
0.51,0.765836,0.982534,1.25486,1.23033
0.511,0.76997,0.986359,1.25684,1.23051
0.512,0.773351,0.989273,1.25787,1.23012
0.513,0.778234,0.993982,1.26076,1.23086
0.514,0.782382,0.997797,1.26271,1.23103
0.515,0.785773,1.0007,1.26371,1.23064
0.516,0.789158,1.00359,1.2647,1.23024
0.517,0.793302,1.00738,1.26661,1.23041
0.518,0.798228,1.01209,1.26946,1.23113
0.519,0.802397,1.01589,1.27137,1.23128
0.52,0.805788,1.01876,1.27232,1.23088
0.521,0.809173,1.02161,1.27326,1.23048
0.522,0.814124,1.02632,1.27607,1.23119
0.523,0.818313,1.0301,1.27794,1.23134
0.524,0.813737,1.02355,1.26938,1.22539
0.525,0.817788,1.02721,1.27119,1.22554
0.526,0.829982,1.0404,1.28252,1.23123
0.527,0.834179,1.04417,1.28435,1.23137
0.528,0.838376,1.04792,1.28617,1.23151
0.529,0.842583,1.05169,1.28799,1.23164
0.53,0.845968,1.05448,1.28884,1.23122
0.531,0.850172,1.05822,1.29064,1.23136
0.532,0.854385,1.06197,1.29243,1.23149
0.533,0.858598,1.06571,1.29421,1.23161
0.534,0.862822,1.06945,1.29598,1.23174
0.535,0.867045,1.07318,1.29774,1.23186
0.536,0.87043,1.07594,1.29854,1.23143
0.537,0.874649,1.07965,1.30028,1.23155
0.538,0.879744,1.08437,1.30299,1.23221
0.539,0.883125,1.0871,1.30375,1.23178
0.54,0.886498,1.08981,1.30451,1.23135
0.541,0.890731,1.09352,1.30622,1.23146
0.542,0.895847,1.09822,1.30889,1.23211
0.543,0.900102,1.10193,1.31059,1.23222
0.544,0.903475,1.10462,1.31131,1.23178
0.545,0.907725,1.1083,1.31299,1.23188
0.546,0.911984,1.11199,1.31466,1.23198
0.547,0.915348,1.11466,1.31535,1.23154
0.548,0.919601,1.11833,1.31701,1.23163
0.549,0.924767,1.12302,1.31963,1.23227
0.55,0.929042,1.1267,1.32127,1.23236
0.551,0.932403,1.12933,1.32192,1.23191
0.552,0.936672,1.13299,1.32355,1.232
0.553,0.940949,1.13665,1.32516,1.23208
0.554,0.945224,1.1403,1.32677,1.23217
0.555,0.949509,1.14395,1.32837,1.23225
0.556,0.952857,1.14654,1.32898,1.23179
0.557,0.957134,1.15017,1.33056,1.23187
0.558,0.962363,1.15486,1.33311,1.23248
0.559,0.965713,1.15743,1.3337,1.23202
0.56,0.969995,1.16105,1.33526,1.2321
0.561,0.974295,1.16467,1.33681,1.23217
0.562,0.977622,1.16721,1.33737,1.2317
0.563,0.982879,1.17188,1.33988,1.2323
0.564,0.987183,1.17549,1.34141,1.23237
0.565,0.991484,1.17909,1.34293,1.23243
0.566,0.995793,1.18269,1.34444,1.23249
0.567,0.999118,1.18519,1.34496,1.23202
0.568,1.00342,1.18877,1.34645,1.23208
0.569,1.00773,1.19234,1.34794,1.23214
